Sender,Message
1,Duas na real
1,Mo dificil
1,Pela internet
1,Rezei por vc!🙏🏼
1,Oi babyyyyy
1,Me da noticias quando acabar!!!
1,Fala alguma coisa
1,Sto preocupada
1,O namorado da jo vai me dar carona
1,Vc quer ir com a gente?
1,Que horas vc acha que consegue ficar pronto? Pq eu to quase pronta ja
1,Kskakakkakaka sim
1,Okayyy
1,To gata hoje viu
1,Se prepare 💅🏻💅🏻💅🏻
1,Namorado da joanna chegou com uma bmw
1,Kskskskkakaka
1,Cade vc fi
1,Odeio gente atrasada
1,O ultimo do role
1,30 pessoas ja me perguntaram
1,Tuxo
1,Se minha ppk fosse um carro qual seria?
1,KKKKKKKKKKKK gostei
1,Era so essa a pergunta mesmo
1,Fiquei reflexiva
1,Vc vai comprar com que dinheiro?
1,Mas pode simmm
1,Thanks babe
1,Tamo quite
1,Inclusive eu esqueci de fofocar c vc
1,Ah e aqui a mamãe vai levar a gente no orochi amanha e vamos voltar de motorista com a julia ok?
1,Que horas c acha q a gnt volta? 4 mesmo?
1,Acaba as 4
1,Ja te conto
1,Na real eu te conto amanha
1,https://vm.tiktok.com/ZM8Wv4Tre/ me when i see your notifications😳😉
1,https://vm.tiktok.com/ZM8Wvf31q/ antes de conhecer a catia eu me perguntava sempre
1,Fala AGORA
1,Ah old
1,Kkkkkkkkkkkkkkkk
1,….
1,3:30? Ta bom ne?
1,Muda pra ca
1,Top
1,A esther me contou acho
1,Ou alguém
1,Nao lembro
1,Kkkkkkkkkkkkkk
1,Quando? Vo sentir sdds da alagoas trezentos e quatorze
1,Okay mas nao vai pra longe viu
1,👀👀👀👀
1,Block
1,Amor
1,Ta dificil de controlar
1,Ha mais de uma semana que eu tento me segurar
1,Eu sei q vc é casado💅🏻
1,Como é que eu vo te explicar
1,Essa vontade louca
1,Muitooooo louca
1,Eu posso falar?
1,Eu quero te dar
1,😝😝😝😝😝😝
1,KSKAKKAKAKAK ja escutou essa musica?
1,Depois joga no yt
1,Eu quero te dar da valeska popozuda
1,Escuta ai
1,É mt pala
1,Gostou? Eu acho meio brega
1,Mas varias coisas que eu achava brega antes de começar a namorar agora nao acho mais é isto. #faleitoleve
1,E o lamego que deu um anel pra vica kskskskkakakak e de acordo com ela eles nao tao namorando
1,Eu achei #sus
1,👀👀
1,14 kkkkkkkkkkk
1,Achava brega tbm hoje acho lindo💘💘💘💘💘
1,Kkkkkkkkkkk
1,Nossa MUITO mais
1,Mkkkkkkkkkkk
1,Meu baby🥰
1,Vo ir mimir boa noite denguinho
1,Ele é tao brega que chega a ser pala por isso é #divertido
1,Desde a epoca do justin ne hehehhe
1,Vai responder meu boa noite nao?
1,Nao to conseguindo dormir deve ser por issoZ
1,Nao acredito acordei tarde eu odeio isso
1,Amn vo colocar despertador
1,Nao tem leite😔😔😔
1,To achando que hj vo ter que real falar menos
1,Mamãe disse que se eu continuar falando minha voz nao vai melhorar😔 e minha garganta acordou doendo mais hj
1,Poise serio
1,To achando que nao vo aguentar kskakakakka
1,Eu no biffaum muda😭😭😭
1,14 acho
1,Ou 13
1,Pode ir ate 30
1,Entao pode ir mt gnt
1,Sim mas isso é a quantidade de pessoas no grupo
1,A vica acha que todos vao mas nao tem crtz
1,https://vm.tiktok.com/ZM8WoXoVU/
1,https://vm.tiktok.com/ZM8WoybWG/
1,Kskskkakakaka
1,Vc quer comprar ou alugar?
1,E aqui
1,Vc vai na aula do sisu?
1,Presencial?
1,Eu cou
1,Vou
1,Hj 14:00
1,Olha air bnb
1,Costuma ser mais barato
1,Lembrei agora tbm kskakkak
1,Simmm
1,Entra no grupo do dia D
1,Simmm
1,Baby
1,Vc pode pedir um uber pra mim
1,Pq to sem internet
1,Eu te faço pix
1,To no raio x ate agora e nao passa a chuva pra voltar a pe
1,E a vica tem aula 14:00
1,Rua santa rita durão 214
1,Pra rua maranhao 904
1,🤡
1,Eh to achando que vo assistir a aula do sisu de casa mesmo
1,Okayy
1,Acheiii
1,Brigada babyyy
1,Simmm
1,To indo ja
1,Cara gente boa
1,Nao come mt hj a tarde pq to achando que vai ter mt comida no zezinho
1,17
1,Que horasss
1,A silvinha namorada do dutra ta vendendo dois ingressos pro festival verao la por 115 cada
1,C nao vai ver a aula do sisu nao?
1,No sympla ta 132 com taxa
1,Mas o passaporte dos dois dias ta 220 com taxa
1,Pq é no mesmo dia do dia d
1,Okays
1,Nu nessa hora kskskkskaka
1,Eu almocei 13:50 e tava achando tardasso
1,Pq q c comeu tao tarde?
1,Vc olhou no airbnb?
1,Kskakakkakaka boa! #cult
1,Pode deixar babe
1,"E aqui a gente deve sair umas 17:30 pro zezinho, vc vai ta no tertu? A gente pode te pegar la"
1,Mas talvez a gente atrase um pouco
1,Pq depende da hora q o papai chegar do trabalho
1,"Simmm, mas vc pode alugar o mes inteiro"
1,Ou conversar com o dono
1,Na casa dele
1,Mas parece que vai ser arrumadinho
1,Vai ter buffet e banda acho
1,Eu ja vo arrumada pro orochi
1,Ate pq vamos direto ne skkakakaka
1,Eu vc e juliaaa
1,Pode ser
1,Mas ai vc passa aqui de uber
1,Pq papai vai as 17:30
1,Okay
1,Vc ja ta pronto?
1,A gnt nao saiu ainda
1,Okayy
1,Tamo saindo e passamos ai
1,To na brasil
1,Desce ai!!
1,Okay
1,Nu ta mt transito kskakakk
1,Cheguei
1,Pq vc ta sem foto de perfil?
1,🥲
1,Okay te amo💕
1,Boa noite babyyyy
1,Amanha te mando as fotos
1,Na vdd
1,Hoje mais tarde
1,To comendo um misto e vo ir mimir
1,Ok
1,Agora me da boa noite por favor
1,Nao gosto de ir dormir sem vc me dar boa noite
1,Afffff
1,Obrigafa!
1,💘
1,Sonhei que a gente tava na disneyyy
1,De novo kskakakakak
1,Af pq q sua foto nao ta aparecendo pra mim🥲
1,Fico triste de nao te ver
1,Affffffff
1,Vc ta me vendo ne?
1,Hmmmm vc dessalvou o meu contato?🤔🤔🤔
1,C já almoçou?
1,Que injustooooo
1,Kskskakkakakkakak
1,Eu acabei de almoçar
1,Simmmmmm
1,Q q c fez???
1,Af
1,Desapareceu
1,😔
1,Vc nao tem meu contato.
1,Uai nadave kskakakkakak
1,Apareceu!!!
1,LINDO
1,🥺🥺🥺
1,Vo tentar salvar seu ctt de novo
1,Tira ai
1,Af sumiu
1,Vc que dessalvou o meu contato entao
1,Pq eu acabei de ressalvar aqui
1,Apareceu agora
1,Kskakakakaka
1,Vc tinha me dessalvado ne safado
1,Acabei de fazer supermercado pelo ifood kkkkkkkk
1,Eu comprei no apoio la é mais barato
1,So q é linge kskakakka
1,Simmmm
1,Vou ligar aqui pra ela
1,Mas aqui
1,E o namorado da fê
1,Minha prima
1,O cantor
1,Que fez uma musica pra ela que chama “ja notei”
1,Kkkkkkkkkkkkkk
1,Vc quer 3 quartos?
1,E a julia que me fazia gostar de sertanejo skksskak
1,Ahammmm skkskskakkakakkaka
1,Naoooo
1,Na santa rita durao
1,Quarteirao da manu
1,Qual a faixa de preço que vc ta procurando?
1,Que delis
1,😋😋😋 amai
1,Amei
1,Imaginei kskskakkaka
1,Eu amo procurar ap
1,Queria ter dinheiro
1,Pra ter um ap doido
1,Vo entrar no meu airbnb
1,Mas nao tem seu irmao e a thais
1,Divide por 3
1,Cabe mais gente?
1,Tendi
1,Lindo
1,Kskakakakakkaka
1,Vo ir morar c vcs
1,https://vm.tiktok.com/ZM87kgQMm/
1,Vamo sair pra jantar?
1,A gente podia ir na liberdade a noite tava doida pra ir la
1,Mercado novo!!!
1,Simm
1,Vc ja comeu no si senor de comida mexicana? Nunca comi tinha curiosidade de experimentar
1,Fica no boulevard
1,https://vm.tiktok.com/ZM87AfaS9/
1,Vo te mandar o tiktok do mercado novo
1,https://vm.tiktok.com/ZM87ALxxq/
1,Mas esse fecha mais cedo
1,Fecha as 22:00
1,Decide ai onde nos vamos que eu vo me arrumar
1,Nu mas é longe com força kskakakkaaka
1,Top que horasss
1,19?
1,Fechado
1,Passa de uber aqui em casa
1,É caminho
1,Okayy
1,Eu to pronta ja
1,Me avisa quando vc sair!!
1,Si señor
1,É no boulevard shopping
1,Nao sei o bairro kskakakakak
1,Santa efigenia acho
1,É na avenida dos andradas
1,Isso mesmo
1,Mãe ta como na localização 👏🏼👏🏼
1,Mas é do lado daqui de casa deve dar uns 5 min
1,Okayy
1,Me avisa quando tiver vindo pra eu descer!!
1,‎GIF omitted
1,Vo ver se a mamãe pode levar a gent
1,Papai leva a gente
1,Vamos sair agora
1,To chegando
1,Na brasil
1,"‎Location: https://maps.google.com/?q=-19.928953,-43.930153"
1,Chegueii
1,https://vm.tiktok.com/ZM87ur8ej/ #savetheturtles
1,https://vm.tiktok.com/ZM87uSxBy/
1,Oiiii
1,Ok
1,Pra que?
1,Ta bom assim?
1,Como faz issoooo
1,Jogou mt cs?
1,Lembra de pagar a formatura
1,Vo criar uma familia pra gente no the sims
1,Hmmm boa thanjs
1,Fui escrever minha essay de harvard de extracurricular ai pensei: vo falar de mergulho!
1,Primeira pagina
1,😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨
1,Nao sei nem o q eu vo fazer amanha
1,Imagina um “plano ESPECIFICO” pro meu futuro KKKKKKKKKKKK 🤡🤡🤡
1,Ja terminei a essay
1,Olha meu story
1,Ufa semi acabei todas minhas essays do momento #ixquece
1,Boa baby faz um gol por mim
1,Inclusive
1,Apesar de vc nn me ter convidado
1,Te desejo uma excelente pelada hj😮‍💨😮‍💨😋😋
1,Mostre pro gedeon quem é o real mago das bolas
1,Kskskakkakaka
1,Boa babyyy
1,Como foi??
1,Os profs eram bons?
1,E c vai fazer o que agora?
1,Animoooo
1,Manda o igor ter juizooooo
1,To de olho nele 👀👀
1,Que bomm kskakakak
1,KKKKKKKKKKKKKK
1,TO DE OLHO👀
1,🤣🤣
1,Hj tem jogo do america
1,O papai ia com minha madrinha
1,Mas desistiu agora
1,👏🏼👏🏼👏🏼
1,🤡
1,Pq ele ia sair as 20:00 mas agarramos no lulu
1,Tava com muita fila
1,Uaiii
1,Vc colocou??
1,Af
1,Queria ter ido😔
1,Vc vai animar de fazer algo mesmo babe???
1,Se vc quiser podemos assistir o jogo aqui em casa
1,Mas se vc quiser sair eu to arrumada ja kskakakka
1,Quem ta ai???
1,Vo ir prai entao
1,Ja passei maquiagem kkkkkkk
1,Hmm
1,Nao vale a pena entao ne
1,Que morteeeeeee
1,Estou bonita atoa
1,Kkskkskskakksk
1,Vo ir ler bridgerton
1,Ta mo bom
1,Hoje eu to mais
1,https://vm.tiktok.com/ZM87qL2RV/
1,Vc virou bombeiro no meus sims!!!! Kkkkkkkkkk
1,Ta trabalhando por 9 horas
1,Legal
1,Simmm
1,Mas fiquei triste que vc nao saiu ontem comigo
1,Pq ia sair com a dara mas deixei de ir pra sair c vc
1,E no final das contas fiquei em casa kkkkk
1,Foi pessimo
1,Me arrumei atoa
1,Nao sei se vo animar de ir no gui hoje
1,Nao to afim
1,Nao to descontando
1,Eu so to muito triste e nao to no clima
1,So vo no felipe e bia pq ja tinha marcado com eles
1,E eu levo a serio meus compromissos
1,Ta de boas
1,É so pq ja aconteceram varias vezes e eu fico muito triste
1,Achei que vc ja tivesse percebido
1,Mas me incomoda muito
1,"Vc nao precisa sair comigo sempre, mas se nao for sair, nao chama"
1,E tbm me fala antes se vc vai ou nao pq varias vezes vc fala que vai ver e eu me preparo como se fosse sim
1,É ruim
1,Quando?
1,Eu tenho tenis de 3 as 5
1,Tenho jantar as 7 se vc quiser ir comifo
1,Na casa do meu tio
1,Q vc nao conhece
1,Primo da minha mãe na real
1,Kkkkkkkkkk simmm
1,Quinta que vem vc vai!!
1,O andre sempre pergunta tbm
1,Blz
1,Vou confirmar aqui pq nao sei se é 7 ou 7:30
1,Vou ver se ta a tempo da gente confirmar tbm kkkkkkk pq a mamãe falou pro meu tio que iam so os 2
1,Nao vai rolar baby
1,Simm
1,To achando que nao vo ir no tenis tbm se vc quiser vir pra ca
1,Da pra gente ver
1,Pq me deu vontade de ver minha mãe é uma peça
1,Seus pais nao vao querer ir nao?
1,Tem sim mas nao vale a pena
1,"Custa 1500,00"
1,Naooo
1,Vc nao pode entrar como convidado normal
1,Se for o caso vc vende seus convites q vc comprou a mais
1,"Vale mais a pena do q comprar o de 1500,00"
1,Vc vai vir pra ca?
1,Me respondeeeee kskakakak pq se nao vo no tenis
1,Ok
1,So com o tertu
1,Eh pq nao dilui custo fixo
1,Simmm
1,Sim
1,Vale mais a pena fazer isso
1,Acabou que nem vo no tenis
1,Como assim
1,O preço da formatura é o preço de custo
1,"Os preços mais altos da festa, tipo local, decoração e atração sao fixos"
1,Nao dependem do numero de pessoas
1,"Entao quanto mais pessoas vc leva, mais vc dilui esse valor entre os convites"
1,Uai kkkkkkkkk a gente paga pra eles um preço fixo de 20 mil e o resto dos contratos a gente que paga
1,Mas a gente paga eles pelo serviço deles
1,E isso é um valor incluso no convite
1,Mas nao é lucro em cima dos convites
1,É como se fosse qualquer outro prestador de serviço
1,Sim mas nao agora pois ainda estou triste.
1,Pode ser mais tarde
1,Pede pra ela me mandar mensagem
1,Ela tem meu contato
1,Ainda tava meio mal
1,Se minha cara tiver melhorado ate as 4 eu vo pra dar uma animada
1,Ja tomei banho e coloquei bolsa mas nao desincha
1,Odeio isso
1,Eu tambem
1,Eu nao quero ser chata
1,Eu so to triste
1,Eu dormi triste e acordei triste ai eu fico assim
1,E quando eu fico triste mesmo que eu nao chore minha cara enche de bolinhas vermelhas muito perceptiveis
1,Fica feio
1,Eu nao vo
1,Pode ser
1,Mas nao tem nada aqui em casa kkkkkkkkk nem leite
1,Hmmmm
1,Nao seiii
1,Pode escolher algo q vc goste
1,Mds kkkkkkkkk
1,Vem direto
1,Nao precisa trazer comida
1,Se nao vc vai demorar mt
1,Blz
1,Mamãe tava quase indo me buscar kkkkkkkkkk
1,Falou que tava preocupada pq nao mandei mensagem de bom dia
1,Mas eu tava dormindo kakakakakka
1,Ela ta com muita febre
1,Ela e a vica
1,A vica perdeu a prova de cambridge dela
1,Q era hj
1,Sim
1,Eu vo falar pra elas fazerem teste de covid
1,Mas elas acham que pagaram de mim
1,Que eu tava meio mal esses dias tbm
1,A mamãe acha que é influenza
1,Que teve um surto
1,So que eu vacinei
1,Entao nao sei
1,Poise
1,To precisando de uma massagem
1,Pulei muito ontem
1,Ok obrigada! 😘
1,Perninhas tremeram mt agora tao bambinhas😔😔 #sofro
1,#faleitopesada
1,Kskkskskkakkkak eu que escolhi
1,Aham
1,Ja estou flertando com ele aqui
1,O papai sabeee🤡🤡🤡🤡
1,Falou que nao gostou e que ele nao é bobo kkkkkkkkk
1,Nao seiiii
1,Ele acabou de chegar e comentou
1,Falou que estamos na lista negra dele
1,Mas ele ta brincando kkkkkkkkk
1,Eu espero
1,Ele trouxe bala fini pra vica e nao trouxe pra mim🥲
1,Mas rlx
1,Ele ta brincando
1,Ta de boas ate kkkkkkk
1,Deve ter sido
1,Ou ele entrou no meu quarto
1,Pq qnd cheguei a prova tava aberta
1,Mentira ele trouxe chocolate pra mim😋
1,Sim skakakakkaka
1,Tamo ha uma hora e meia olhando carro
1,Ele ta super empolgado com isso kkkkkkk
1,Siteee
1,Aqui
1,Vamo fantasiar de que na terça?
1,Vc tem alguma ideia?
1,Olha o que eu pensei
1,Gostou de algum…?
1,Me favorito é esse
1,Saiu meu resultado da georgia tech
1,To surtando
1,Nao consigo ver
1,🤡
1,Noooo nem é
1,O do aladin a gnt teria q alugar ne
1,Eu perguntei aqui pro lucas onde q ele alugou a dele!!
1,A gente podia arrumar um role pra hj
1,A julia me chamou pro observatorio mas nem animo tanto
1,So se nao achar nada melhor kkkkkk
1,Que horas?
1,Eu tava chamando um povo pra vir aqui
1,No caso ate agora chamei so as meninas e o lele
1,Mas pensei em chamar o gjetis tbm
1,Quem vai?
1,Calma
1,Mas qual manu?
1,Achei que fosse a emanuela
1,Ai tava achando estranho q ela nao chamou a esther kkkkkkk
1,Ata
1,Nao animo entaoo
1,Eh vo sair com as meninas mesmo
1,Faz tempo que nao saio com elas
1,Nem lembro a ultima vez kkkkkkkk
1,Vc podia vir aqui pra casa antes
1,Pra gente fazer nossa sessao
1,Confirmou na sua agenda se tem algum horario livre?
1,De massagem???
1,Calma eu nao entendi vc esta marcando comigo 16hrs no minas?
1,Ou vc real marcou uma sessao de massagem no minas? KKKKKK
1,Fiquei #confusa
1,Ata
1,Kkkkkkkkkkkkk
1,Fui burra
1,C ta ai na manu?
1,Kskakakkakaka na hora como sempre
1,Nu
1,Ahamm
1,E uma batata que esta a caminho
1,Que kkkkkkk
1,Cs nao chegaram ainda???
1,Tendi
1,Grupo dos atrasados
1,Mds kkkkkkk
1,Baby eu estava pensando
1,Precisamos programar nosso date de natal
1,Que dia vc vai pra moc?
1,Pensei em fazer no dia 21 mas ai vc tem que me confirmar se vc vai ta aqui
1,Pq ai a gente aproveita e ja comemora nosso mesniver antecipado kkkkkkkk
1,E aqui a leticia e a maria paula vao fzr fuvest pra que?
1,Elas sao inteligentes?
1,Ai nao acredito
1,Vou achar outra data entao!!!
1,Dia 16 tem jantar no dielinhooo
1,Esqueci de comentar c vc
1,Mas vc ta convidado (obviamente) e acho que vai ser quando a bia vai apresentar o fil pros pais dela
1,Acredita que eles nao se conhecem ate hj kkkkkkk
1,Nao tem como vc ir dia 18 nao… eu nao posso nenhum dia antes do dia 17 so no dia 17 kkkkkkkk
1,Eu posso amanha mas ainda nao comprei seu presente e acho que fica mt em cima da hora pra gente organizar
1,Queria fazer comida de natal
1,Tendi kkkkkkkk
1,Kkkkkkkkkkkkkk o parametro
1,Mas pra qual curso
1,O story da julia
1,Poise skakakkakaka acho que ele viu a chosa uma vez no pilotis da casa da bia mas nunca conversaram direito
1,Ele nunca subiu la em cima tbm acho
1,Okayyy mas qlqr coisa a gente faz um almoço de natal no dia 16
1,É mais sem graça mas só pra não passar em branco
1,Sera q vc consegue me confirmar ate amanha q dia vc vai? Pq ai eu me programo
1,Vai ter comida e bebida
1,Mas nao vai ser bebida ruim
1,Na teoria o nosso orçamento tinha dado 35 reais so de bebida mas diminuimos kkkkkkkkk
1,Tem fotografo tbm
1,Mas isso nao importa
1,Sei nao kkkkkkkk
1,Vo ir dormir boa noite baby😋💘🥰
1,Vc ainda ta na manu?
1,Kskskakakakkaka suprindo seu desejo
1,Vc é um namorado otimo sabia
1,Nunca imaginei que teria um homem tao incrivel assim do meu lado
1,Tava conversando com a bia ate agora por isso ainda nao fui dormir
1,E estava refletindo sobre
1,Acho bom mesmo
1,UQUE vc esta escutando isso com quem
1,Me senti pouco especial agora
1,Nao gostei
1,De quem é o celular
1,Hmmmmm
1,Safada
1,👀👀👀
1,Cpa kkkkkkkkkk
1,So escutei a vica e o papai conentando
1,Vc viu?
1,Comentando
1,Tendi
1,Vamo no minas?
1,Anima baby? 👉🏼👈🏼 queria ir logo😄😄
1,Vamos no 2?
1,Kskakakkakak sos
1,Pq?
1,O 2 é bem melhor
1,Simmm
1,O monet
1,É mt melhor que o do 1
1,Mas eu nao sei ate que horas eles servem
1,Vamo
1,Ou a pe
1,Mas é meio longe acho
1,Cs?
1,Naoooo
1,Calmai
1,Vamo nadar
1,Vo levar coisa pra tomar banho tbm
1,Nao nadar nadar
1,So entrar na piscina
1,Kkkkkkkkk
1,Pode pedir o uber
1,To so terminando de conversar c minhq mae
1,Mas ja vai pedindo
1,Me avisa quando for pra descer
1,Pediu ja?
1,Ok vou descer
1,Ok
1,Okkk
1,Me avisa qnd for pra sair
1,To esperando aqui em baixo
1,Ok
1,Vamos de jessie e woody no dia d
1,Arruma uma roupa de vaqueiro😋🥳
1,Pode ser?
1,Soei extremamente autoritaria kkkkkkkkk
1,Uhuuuuuuuu
1,Ler o obaoba dos outros🤭🤭🤭
1,Mentira que nem chegou nessa parte ainda
1,Mlr coisa do kindle é isso
1,Poder ler no escuto
1,KSKAKKAKAKAKAK
1,O lele ja me ensinou a jogar
1,Boa sorte baby
1,No lol
1,Saiba que eu te apoio em tudo o q vc faz
1,Inclusive no lol
1,Apesar de doer em mim
1,KKKKKKK😅 #faleitoleve
1,Vou parar de tomar o yaz
1,Ja me falaram que jogar lol tem efeito anticoncepcional
1,KKKKKKKKKKK🤭
1,🤔🤔🤔🤔
1,Estatisticas sao precisas quanto a isso
1,99% dos jogadores de lol nao tem filhos
1,Kskskakakkakakak
1,Vc é um caso a parte
1,Mas a minha amiga mesmo que começou a namorar por causa do lol
1,Ela ja namora ha um ano e meio e eles nunca transaram
1,Eu tenho medo do efeito que esse jogo faz nas pessoas
1,Sabe o que eu fiquei pensando
1,Quando vc me perguntou se eu ja tinha visto algum porno
1,Obviamente nao
1,Mas
1,Eu fiquei curiosa
1,A gente podia ver um dia juntos
1,Acho que eu nao teria coragem de ver sozinha sla
1,E eu nem sei como ve kkkkkkkkk
1,KKKKKKKKKK no nosso date de natal
1,Natal é bem family friendly
1,Isso é 0
1,KKKKKKKKKKK
1,Ve ai com o gabriel e me avisa
1,Pq nao comprei seu presente de natal ainda
1,Sexta seria bemmmmm melhor
1,"É serio…….. ta vendo, jogador de lol é no minino exquisite"
1,Q q ele disse?
1,YESSSSS
1,Nunca fui triste
1,Blz date de natal entao marcado para o dia 17/12
1,Ela nao fez kkkkkkk
1,🤡
1,Vamo de uber juntos pro enzinho?
1,Kskakkakkakakak gostei anyways
1,👉🏼👈🏼
1,🤭🤭
1,Vamos sair umas 14:15?
1,Combinei c a marina de chegar la 14:30
1,BABY
1,KKKKKKKKKKKK
1,My first love broke my heart for the first time
1,Baby baby baby oooooooo
1,Eu ia pra acad mas ta cheia af
1,Vo ter q ir dps do enzo jkkkkkkk eu locona na acad
1,Pode ser baby???
1,Serio???
1,Tp mt?
1,Nn é possivel que o tertu ta com covid de novonkkkkkkk
1,Deve ser o mesmo trem que eu tive entao
1,🤔
1,Xaina
1,Vc ta bem ne??
1,Me respondeeeeee
1,Tendi
1,O que é isso que estamos todos sendo acometidos
1,14:20 entaoo
1,Pq a marina vai chegar la 14:30
1,E ela nao conhece o enzo
1,Ela nao pode
1,Pq mora em nova lima
1,Ai a mae dela ja vai ta aq
1,Simmm
1,KKKKKKKKKKKKKKKK eu sei
1,Imaginei
1,Ah eu acho que sim
1,Nariz escorrendo nao é sintoma
1,Mas so se vc se sentir confortavel tbm
1,Tipo se vc estiver disposto etc
1,Pq eu fui no orochi eu tava mt mal
1,E foi de boas
1,Kkkkkkkkkk
1,Ataaa
1,De vc piorar?
1,Tendi
1,Eh nao sei entao
1,C q sabe
1,Vc vai ou nao baby?
1,So pra eu saber como eu vou
1,Mas eu acho que nariz escorrendo é bemm de boas
1,Vc nao ta sentindo mais nada ne?
1,Blz
1,Mas anda rapido ai entao🥺
1,Okayyy
1,Pede o uber ja
1,Pra ver se acha
1,Baby o tertu vai demorar mt?
1,Pq se for eu vou sozinha pq to com do da marina kkkkk
1,Blz
1,Vai me avisando
1,Vc tem alguma estimativa de horario? A marina ta perguntando
1,Ok
1,Da um apoio la no grupo do dia d 😄😄🙏🏼🙏🏼😅😅
1,Nao to entendendo pq a galera nao ta animando
1,Cadeeeee
1,Yessss
1,Ok
1,Tamo subindo
1,Valentina agarrou com o cara do vape
1,Kkkkkkkkkkkk
1,I'm on my way! Follow my Uber trip: https://trip.uber.com/l9HvsLJViUkSB
1,Ah eu nao acho meu carregador de jeito nenhum
1,Vo ficar sem bateria mesmo
1,É isto beijo te amo
1,Bom dia gostoso
1,Ele nao tava funcionando🤡
1,Consegui carregar o cel so agora kskakakak
1,Vc nao vai comprar a formatura nao?
1,KKKKKKKKKKKK mas seu despertador toca 53 vezes
1,Bom que vc descansou baby
1,250
1,Eu consegui mais uma pra vender
1,Se vc quiser comprar o de 6
1,Naoo
1,Tem q duda q falou la no grupo do ano tbm
1,Mas pq?
1,Vc tava pensando em cobrar quanto?
1,Ok
1,Mas aqui
1,Me avisa quando vc for comprar
1,Pq vo ter q abrir o sistema pra vc
1,Pq ja fechou
1,E podia ser logo de preferencia
1,A gente nem sabe por quanto a comissao vai vender ainda
1,Mas acho que sim
1,"Pq qnd a gnt falar que vamos vender por 350, 400"
1,Ai vc pode vender por mais caro
1,Mas a gente nao sabe ainda tendeu
1,Claro que nao kskkakakak
1,Cpa nem a gente venda por isso
1,A julia nn vai mais comprar de vc
1,Pq a sofua ta vendendo por 247
1,Se vc quiser oferecer pra ela 250
1,Cpa ela compre
1,https://vm.tiktok.com/ZM8vvkW17/
1,Oliveira
1,A inteligente
1,É pq ela é bolsista
1,O plano dela é diferente
1,Kkkkkkkkkkkkk simm
1,Baby i have a question
1,Se eu fosse um lugar qual lugar eu seria?
1,Pq?? Kkkkkkkkkkkk
1,Kakakakkakaakka amei
1,E se eu fosse uma musica qual seria?
1,KKKKKKKKKKKK
1,E se eu fosse um animal
1,https://vm.tiktok.com/ZM8vvfKeV/ mds eu consegui entender isso
1,https://vm.tiktok.com/ZM8vvfVCm/
1,Rainha da floresta😘😘
1,I want you to come over and cuddle with me until i fall asleep
1,KSKAKKAKAKAKAK
1,Eu ACHO q é isso
1,No inicio tava achando que o C era de cum pq normalmente o esses trem sao sexuais
1,Mas ai nao tava cabendo KKKKK
1,I am a genius in reading initials
1,Descobri que sei ler asterisco tbm
1,Kkkkkkkkkkk
1,E se eu fosse um objeto
1,Tipo ** ** ***
1,Aff
1,Sim pq foi errado
1,Kkkkkkkk
1,Era pra ser
1,**** **** *******
1,Dois asteriscos dois asteriscos tres asteriscos
1,Essa é a mais facil de tds kkk
1,Tira print e manda como apareceu pra vc
1,Nu eu tive uns sonhos mt doidos hj
1,Me lembra de contar pessoalmente
1,Sonhei q o pedro passou no ita
1,Kkkkkkkkkkkkk
1,Vc é minha psicóloga agora baby
1,Kkkkkkkkkkkkk
1,🤔🤔🤔
1,Como assim?
1,É pra comprar o de 4 convites entao?
1,O barbosa paga agora
1,Vc que tem que comprar baby
1,Eu nao sei os seus dados
1,Okay
1,Vc nunca pensou em virar proplayer de tenis nao? Rs https://vm.tiktok.com/ZM8vvKcMr/ 👉🏼👈🏼
1,Faz no site
1,Pelo computador
1,Eu posso fazer aqui tbm pra vc
1,Mas ai calma
1,Pode
1,Qual o seu email mesmo?
1,Preciso do cpf e rg ou da sua mãe ou do seu pai
1,E do email e numero de telefone do mesmo
1,arthuramedrado@gmail.com
1,Isso
1,Kkkkkkkk
1,Preciso do seu cpf e rg
1,Mae ou pai? Preciso do nome completo e da data de nascimento
1,E o órgão emissor do rg
1,E o rg?
1,Okay kkkkkkkk
1,Baby
1,Olha a marca da sua lente de contato pfvr
1,E me fala
1,Nossa
1,Essa era a minha antiga
1,Eu gostava mt dela
1,"Mas ta custando 600,"
1,Duas caixinhas
1,Acheu mt caro
1,Vc nao lembra a marca nao?
1,Entao vc nao imagina como ta a minha atual
1,KKKKKKKKKKK
1,Eu vo comprar uma q chama bioview
1,Tomara q seja boa
1,To achando q vo comprar uma q chama acuvue
1,Que horas vc vem?
1,Mentira vo nn
1,Tem uma q chama bioinfinity tbm
1,Uha
1,Vo comprar dela mesmo entao
1,Xia
1,.
1,So pra eu saber que horas eu marco uma ligação
1,18
1,Vc pode vir e ir comigo
1,Achei a calcinha mais fio dental  de todas que tinha comentado😋😋
1,Tava lavando
1,To com ela ja😮‍💨
1,Baby como vc vai me pagar os 25?
1,Do role oras bolas
1,Kskakakakkaka
1,Ok
1,Manda ele me fazer o pix
1,Vc ta me devendo o drink da major
1,"12,00"
1,To sem grana kkkk
1,Vc vem pra ca?
1,Okayy
1,Baby que horas vc vem??
1,Blz a mamãe vai levar a gente 17:40
1,O lele vai conosco
1,Okayy
1,Okayyy
1,Onde vc ta?
1,Eu vou sair ja se vc quiser te pego de carro
1,Top
1,Espera o leandro entao
1,Ele ta ai tbm
1,Vo descer
